crime_id,date,category,description,latitude,longitude,location_description,arrest,domestic,district,ward,arrest_probability,risk_score,risk_level
CR-2024-001693,2024-03-19 04:32:19,BATTERY,DOMESTIC BATTERY,41.75849456888645,-87.62704642342577,RESIDENCE,True,True,D-10,W-38,0.755246037779996,0.2448,LOW
CR-2025-005552,2024-07-05 16:45:27,THEFT,,41.79586374136553,-87.67587164138754,COMMERCIAL BUILDING,False,False,D-07,W-12,0.14532147790675354,0.3988,MEDIUM
CR-2024-004966,2025-08-22 03:55:40,BATTERY,AGGRAVATED BATTERY,41.89242417671375,-87.73990225328308,APARTMENT,True,False,D-01,W-45,0.7727615874564602,0.2272,LOW
CR-2024-005965,2023-11-07 23:54:54,BATTERY,AGGRAVATED BATTERY,41.87072350081016,-87.59714059828677,ALLEY,False,False,D-08,W-36,0.7218037451080817,0.2782,MEDIUM
CR-2025-000560,2025-08-27 06:55:01,NARCOTICS,POSSESSION OF COCAINE,41.894682888994375,-87.6119945454166,RESIDENCE,True,False,D-07,W-06,0.7101941501427416,0.1932,LOW
CR-2025-004082,2024-08-13 00:49:02,BURGLARY,RESIDENTIAL,41.84877364141128,-87.6730294097389,PARKING LOT,False,False,D-13,W-39,0.08301857068526118,0.6113,HIGH
CR-2024-005356,2025-02-27 10:19:54,THEFT,GRAND THEFT,41.74312029166911,-87.67708040715524,SIDEWALK,True,False,D-10,W-29,0.14212700764288497,0.4003,MEDIUM
CR-2025-002924,2024-07-26 02:51:49,ROBBERY,ARMED ROBBERY,41.86401388157828,-87.73707707346514,COMMERCIAL BUILDING,False,False,D-01,W-16,0.14741123371340895,0.8526,CRITICAL
CR-2024-005929,2025-07-12 18:16:23,BURGLARY,COMMERCIAL,41.87221928326,-87.62937519604483,APARTMENT,False,False,D-12,W-45,0.07678005240578747,0.6155,HIGH
CR-2023-003018,2024-05-12 14:44:34,ROBBERY,ARMED ROBBERY,41.80046358711538,-87.67137433596292,SIDEWALK,False,False,D-11,W-04,0.11604543284078955,0.884,CRITICAL
CR-2025-002597,2025-11-01 13:40:47,BATTERY,DOMESTIC BATTERY,41.847361685139525,-87.7346157814845,PARK,False,False,D-12,W-21,0.7447914954530753,0.2552,MEDIUM
CR-2024-003097,2025-08-24 22:39:35,BATTERY,DOMESTIC BATTERY,41.71108468590474,-87.63273639232914,STREET,True,False,D-02,W-25,0.8169862576765187,0.183,LOW
CR-2024-005866,2024-03-18 06:51:17,BURGLARY,FORCIBLE ENTRY,41.96712760269233,-87.65915212877522,STREET,False,True,D-04,W-01,0.24263341724360302,0.5049,HIGH
CR-2024-005608,2024-08-03 05:38:18,NARCOTICS,SALE/MANUFACTURE,41.97048955407675,-87.6578431719375,COMMERCIAL BUILDING,False,False,D-04,W-26,0.8206319817761961,0.1196,LOW
CR-2025-003431,2023-02-08 15:17:57,BURGLARY,,41.90710039621572,-87.62594873802007,COMMERCIAL BUILDING,False,False,D-03,W-16,0.10479993322983171,0.5968,HIGH
CR-2024-005458,2025-10-24 07:48:09,ASSAULT,SIMPLE ASSAULT,41.77801449648271,-87.642176652956,PARK,False,False,D-11,W-15,0.15820056807632363,0.8418,CRITICAL
CR-2024-002152,2025-10-24 11:23:17,BATTERY,DOMESTIC BATTERY,41.92225260435538,-87.6872574426899,PARKING LOT,True,False,D-15,W-16,0.6721119242375082,0.3279,MEDIUM
CR-2023-003759,2025-03-13 19:06:42,NARCOTICS,POSSESSION OF COCAINE,41.84241505938871,-87.61974925492277,ALLEY,False,False,D-12,W-25,0.59479859372798,0.2701,MEDIUM
CR-2025-000986,2024-06-29 07:11:48,ROBBERY,STRONGARM ROBBERY,41.88793851164795,-87.62687895707923,SIDEWALK,False,False,D-10,W-29,0.10383939033565116,0.8962,CRITICAL
CR-2023-005142,2024-07-01 15:07:54,NARCOTICS,POSSESSION OF COCAINE,41.87992217868994,-87.62508966096271,APARTMENT,True,False,D-05,W-09,0.6911753852636439,0.2059,LOW
CR-2025-002180,2024-11-16 11:45:14,THEFT,FROM BUILDING,41.8827110535458,-87.64216918375652,COMMERCIAL BUILDING,False,False,D-06,W-37,0.1642838618605386,0.39,MEDIUM
CR-2024-005674,2024-02-14 20:36:39,ROBBERY,ARMED ROBBERY,41.89886757443977,-87.62601949030098,STREET,False,False,D-12,W-48,0.14082783939729726,0.8592,CRITICAL
CR-2024-003139,2023-02-04 14:59:49,ROBBERY,ARMED ROBBERY,41.85996201933141,-87.62894887475055,ALLEY,False,False,D-09,W-15,0.19924446881885963,0.8008,CRITICAL
CR-2024-001915,2025-05-22 18:29:04,BATTERY,SIMPLE BATTERY,41.87506213659403,-87.63772445569995,ALLEY,False,False,D-12,W-39,0.5967962128324561,0.4032,MEDIUM
CR-2025-003998,2025-06-27 21:21:41,THEFT,RETAIL THEFT,41.883004917699054,-87.64232686755959,ALLEY,False,False,D-02,W-30,0.11253865972144489,0.4141,MEDIUM
CR-2023-000726,2025-04-06 20:53:16,ROBBERY,ARMED ROBBERY,41.78491882948722,-87.56395792214549,PARKING LOT,True,False,D-12,W-10,0.12307278969764093,0.8769,CRITICAL
CR-2024-003025,2024-01-20 12:37:58,NARCOTICS,POSSESSION OF HEROIN,41.97594361873009,-87.63489926986196,APARTMENT,True,False,D-08,W-05,0.7968049105763169,0.1355,LOW
CR-2025-003953,2023-03-03 02:05:34,ROBBERY,STRONGARM ROBBERY,41.87938392055917,-87.63397559451413,PARKING LOT,False,False,D-05,W-34,0.1259847637346658,0.874,CRITICAL
CR-2024-005503,2023-08-17 10:36:10,NARCOTICS,POSSESSION OF COCAINE,41.87110071547737,-87.64085352028349,SIDEWALK,True,False,D-09,W-25,0.6705687778900302,0.2196,LOW
CR-2024-004864,2025-11-23 22:23:25,MOTOR VEHICLE THEFT,MOTORCYCLE,41.93914934067373,-87.64754640241934,ALLEY,False,False,D-01,W-21,0.16539359747632823,0.5564,HIGH
CR-2023-001914,2023-04-21 21:40:57,MOTOR VEHICLE THEFT,MOTORCYCLE,41.8958283663944,-87.62258637860877,PARK,False,False,D-01,W-23,0.12381352596053179,0.5841,HIGH
CR-2023-004494,2025-07-11 12:22:21,ASSAULT,SIMPLE ASSAULT,41.90096775771674,-87.63647419586343,RESIDENCE,False,False,D-08,W-40,0.14043074374022155,0.8596,CRITICAL
CR-2023-002991,2024-07-05 18:06:55,THEFT,FROM BUILDING,41.907970556276254,-87.62390629734178,COMMERCIAL BUILDING,False,False,D-15,W-20,0.09976347561917893,0.4201,MEDIUM
CR-2024-000520,2023-11-11 13:31:00,ASSAULT,AGGRAVATED ASSAULT,41.90335891537187,-87.63668326394304,COMMERCIAL BUILDING,False,False,D-15,W-12,0.14206536857581947,0.8579,CRITICAL
CR-2023-001500,2024-12-26 12:47:25,NARCOTICS,POSSESSION OF COCAINE,41.91024384884245,-87.67250770021559,STREET,True,False,D-08,W-07,0.7615962807826838,0.1589,LOW
CR-2023-005445,2024-04-26 16:58:44,ASSAULT,AGGRAVATED ASSAULT,41.95005729683738,-87.64583326648889,RESIDENCE,True,False,D-06,W-18,0.13345017166320128,0.8665,CRITICAL
CR-2025-002888,2025-06-21 21:16:19,BATTERY,SIMPLE BATTERY,41.79020169595649,-87.63789935210966,SIDEWALK,True,False,D-02,W-48,0.7467327534309007,0.2533,MEDIUM
CR-2024-001681,2024-05-28 21:44:53,BATTERY,DOMESTIC BATTERY,41.91252215004264,-87.68240895006224,COMMERCIAL BUILDING,True,False,D-03,W-24,0.74920661221787,0.2508,MEDIUM
CR-2023-005736,2024-07-24 03:14:07,THEFT,RETAIL THEFT,41.7498322390168,-87.63304109486197,ALLEY,False,False,D-13,W-01,0.1869256464945408,0.3794,MEDIUM
CR-2023-002028,2024-08-15 11:25:06,ROBBERY,ARMED ROBBERY,41.900032939080766,-87.62307046353229,COMMERCIAL BUILDING,False,False,D-06,W-30,0.13422781311121107,0.8658,CRITICAL
CR-2023-000723,2024-06-06 16:29:01,THEFT,RETAIL THEFT,41.765684582956254,-87.61434089953113,COMMERCIAL BUILDING,False,False,D-06,W-20,0.1047687098206039,0.4178,MEDIUM
CR-2023-002265,2023-08-03 11:16:18,ROBBERY,ARMED ROBBERY,41.95176030681065,-87.63639576930777,COMMERCIAL BUILDING,False,False,D-06,W-17,0.2079521260730211,0.792,CRITICAL
CR-2025-004808,2025-11-21 01:11:48,MOTOR VEHICLE THEFT,TRUCK,41.9687078465735,-87.67873662600945,RESIDENCE,False,False,D-07,W-38,0.16763410850969057,0.5549,HIGH
CR-2025-001745,2023-05-26 17:43:27,ROBBERY,ARMED ROBBERY,41.77072456705976,-87.63433641948376,ALLEY,False,False,D-07,W-08,0.1748524006615892,0.8251,CRITICAL
CR-2024-005269,2024-11-30 07:44:44,THEFT,PETTY THEFT,41.85081423477047,-87.6017720921789,APARTMENT,False,False,D-07,W-31,0.1831176995621436,0.3812,MEDIUM
CR-2025-005021,2024-10-09 02:13:45,CRIMINAL DAMAGE,TO VEHICLE,41.94321556373992,-87.65281230466184,APARTMENT,False,False,D-15,W-19,0.1117394920802006,0.4145,MEDIUM
CR-2025-000773,2024-04-09 12:40:22,CRIMINAL DAMAGE,TO PROPERTY,41.92843229121623,-87.6492641620036,COMMERCIAL BUILDING,False,False,D-07,W-30,0.13127410850533883,0.4054,MEDIUM
CR-2024-005566,2025-11-07 13:59:54,MOTOR VEHICLE THEFT,MOTORCYCLE,41.8835381463664,-87.61236027911971,APARTMENT,False,False,D-06,W-47,0.10951882637869143,0.5937,HIGH
CR-2024-003862,2023-07-25 04:42:50,MOTOR VEHICLE THEFT,TRUCK,41.90265817467055,-87.65127032270581,PARK,False,False,D-12,W-32,0.15057453605583013,0.5663,HIGH
CR-2024-000355,2025-07-26 02:57:11,BURGLARY,RESIDENTIAL,41.88126526200804,-87.63125069667807,SIDEWALK,True,False,D-03,W-14,0.14760468534749435,0.5683,HIGH
CR-2024-004696,2023-09-26 01:42:21,THEFT,RETAIL THEFT,41.94403988737758,-87.65592522828308,RESIDENCE,False,True,D-04,W-22,0.16251878996805377,0.3908,MEDIUM
CR-2024-002479,2024-01-18 17:36:22,BURGLARY,RESIDENTIAL,41.94736954142951,-87.64523819262752,SIDEWALK,False,False,D-04,W-29,0.11968468377762824,0.5869,HIGH
CR-2025-003881,2025-06-20 20:36:46,BURGLARY,RESIDENTIAL,41.92788070365038,-87.64315421969796,APARTMENT,False,False,D-01,W-35,0.0934049548967662,0.6044,HIGH
CR-2024-004960,2025-08-01 11:09:10,CRIMINAL DAMAGE,GRAFFITI,41.862655835433664,-87.626396020843,PARK,False,False,D-11,W-41,0.09050715014572228,0.4244,MEDIUM
CR-2023-005388,2025-07-24 21:41:32,MOTOR VEHICLE THEFT,AUTOMOBILE,41.854516541838834,-87.63441191350023,PARK,False,False,D-09,W-25,0.08512095939301498,0.6099,HIGH
CR-2025-003095,2023-02-05 21:22:47,BATTERY,DOMESTIC BATTERY,41.89434499907776,-87.64594571781103,COMMERCIAL BUILDING,False,False,D-10,W-46,0.7932902738780855,0.2067,LOW
CR-2025-001979,2024-08-27 12:28:23,MOTOR VEHICLE THEFT,MOTORCYCLE,41.80682084438825,-87.62433959575641,SIDEWALK,True,False,D-12,W-20,0.12260740915432922,0.5849,HIGH
CR-2023-005949,2023-08-30 03:55:50,MOTOR VEHICLE THEFT,AUTOMOBILE,41.73614562246521,-87.60307071318671,ALLEY,False,False,D-10,W-24,0.21833666972433471,0.5211,HIGH
CR-2024-000889,2025-06-01 17:04:06,ASSAULT,SIMPLE ASSAULT,41.939813955509656,-87.66914841959748,STREET,False,False,D-12,W-05,0.12816288345788535,0.8718,CRITICAL
CR-2025-000383,2025-08-19 18:20:24,PETTY THEFT,POSSESSION OF COCAINE,41.94770023019006,-87.61988398728728,PARK,True,False,D-06,W-32,0.3192468126789581,0.3177,MEDIUM
CR-2024-005842,2025-07-03 01:50:39,ROBBERY,ARMED ROBBERY,41.80847251223469,-87.6163255913543,STREET,False,False,D-12,W-33,0.1362042697716998,0.8638,CRITICAL
CR-2025-002036,2024-01-24 11:17:23,THEFT,GRAND THEFT,41.74046038008877,-87.63262261447704,APARTMENT,False,False,D-14,W-38,0.2951021188887999,0.329,MEDIUM
CR-2025-004094,2025-06-02 23:44:54,MOTOR VEHICLE THEFT,TRUCK,41.8883350817309,-87.6156013449464,APARTMENT,False,False,D-15,W-20,0.10481390332677316,0.5968,HIGH
CR-2024-002491,2025-09-13 22:27:47,ASSAULT,AGGRAVATED ASSAULT,41.882401611685744,-87.63200807918028,ALLEY,False,True,D-07,W-11,0.1706138394050365,0.8294,CRITICAL
CR-2024-005773,2024-09-29 23:14:11,BATTERY,AGGRAVATED BATTERY,41.95287047525083,-87.68497958118934,RESIDENCE,True,False,D-10,W-29,0.5792555684471252,0.4207,MEDIUM
CR-2025-003290,2024-03-05 12:45:35,BATTERY,SIMPLE BATTERY,41.87541769061638,-87.72248930404233,RESIDENCE,False,False,D-15,W-12,0.7053089156733059,0.2947,MEDIUM
CR-2024-005434,2024-12-10 01:17:04,CRIMINAL DAMAGE,TO VEHICLE,41.86743020134181,-87.62087303221129,PARK,False,False,D-06,W-04,0.09157598934720147,0.4239,MEDIUM
CR-2025-004988,2024-03-24 01:06:46,NARCOTICS,SALE/MANUFACTURE,41.90321406149107,-87.64331381677832,COMMERCIAL BUILDING,True,False,D-07,W-33,0.8007859216095259,0.1328,LOW
CR-2024-002713,2024-05-14 23:02:19,ROBBERY,STRONGARM ROBBERY,41.96767813868152,-87.65570197503538,ALLEY,False,False,D-05,W-24,0.14485284472086493,0.8551,CRITICAL
CR-2025-005801,2025-02-16 05:15:46,THEFT,PETTY THEFT,41.86150483764385,-87.62827516357652,ALLEY,False,False,D-13,W-28,0.21759206985919635,0.3651,MEDIUM
CR-2023-002154,2025-06-13 20:12:09,ROBBERY,ARMED ROBBERY,41.94446156384007,-87.66459162156231,RESIDENCE,False,False,D-09,W-21,0.09502407202910484,0.905,CRITICAL
CR-2023-005283,2023-09-10 21:49:01,ROBBERY,STRONGARM ROBBERY,41.89743697753156,-87.61995390151765,PARKING LOT,False,False,D-08,W-21,0.14661583689551336,0.8534,CRITICAL
CR-2025-001031,2023-05-10 20:59:45,ROBBERY,STRONGARM ROBBERY,41.88395697274893,-87.63134832629399,STREET,False,False,D-03,W-18,0.14405786445859056,0.8559,CRITICAL
CR-2023-002895,2024-03-18 10:36:18,ROBBERY,STRONGARM ROBBERY,41.91588911932876,-87.70543143141073,APARTMENT,False,False,D-10,W-27,0.1700282606078178,0.83,CRITICAL
CR-2023-003993,2024-11-11 03:01:06,ROBBERY,ARMED ROBBERY,41.88140946206461,-87.63508131621181,PARK,False,False,D-07,W-10,0.1598536984224175,0.8401,CRITICAL
CR-2025-000434,2024-07-22 20:10:45,THEFT,FROM BUILDING,41.961570885453455,-87.61509590922466,ALLEY,False,False,D-10,W-35,0.12485153127522185,0.4084,MEDIUM
CR-2023-003069,2024-01-30 12:18:50,MOTOR VEHICLE THEFT,AUTOMOBILE,41.87875743199191,-87.61546295882331,APARTMENT,True,True,D-03,W-25,0.1550642000334311,0.5633,HIGH
CR-2025-002588,2024-07-05 13:23:51,MOTOR VEHICLE THEFT,MOTORCYCLE,41.922368240343935,-87.69236036965795,RESIDENCE,False,False,D-08,W-19,0.12429290087132591,0.5838,HIGH
CR-2025-000311,2025-08-14 01:49:42,BURGLARY,RESIDENTIAL,41.9860404899295,-87.62839159907689,SIDEWALK,False,False,D-04,W-13,0.138184625246504,0.5745,HIGH
CR-2024-003934,2025-03-19 02:16:18,THEFT,PETTY THEFT,41.86076822309274,-87.61892378433329,PARK,False,False,D-02,W-22,0.1503532389559471,0.3965,MEDIUM
CR-2025-002504,2025-05-21 22:59:14,ASSAULT,AGGRAVATED ASSAULT,41.93371533356058,-87.65813059274676,COMMERCIAL BUILDING,True,False,D-13,W-13,0.09663645723082172,0.9034,CRITICAL
CR-2023-000417,2024-04-20 16:58:43,ROBBERY,STRONGARM ROBBERY,41.8775797266892,-87.62628677901195,SIDEWALK,False,False,D-07,W-44,0.1867275802856213,0.8133,CRITICAL
CR-2023-001617,2024-01-05 01:37:08,ASSAULT,SIMPLE ASSAULT,41.85889316643497,-87.62695780268169,ALLEY,False,True,D-15,W-06,0.17323770463768678,0.8268,CRITICAL
CR-2023-000153,2025-07-30 00:54:10,MOTOR VEHICLE THEFT,TRUCK,41.89726497343683,-87.63867357083254,COMMERCIAL BUILDING,False,False,D-03,W-42,0.11708491685323986,0.5886,HIGH
CR-2023-001539,2024-12-27 02:28:22,CRIMINAL DAMAGE,TO PROPERTY,41.8816103668153,-87.63352792927112,PARKING LOT,False,False,D-11,W-50,0.06878219572123974,0.4346,MEDIUM
CR-2023-000594,2024-12-04 19:50:29,ROBBERY,STRONGARM ROBBERY,41.88635078148537,-87.64432516682295,STREET,False,False,D-08,W-44,0.15627735473014778,0.8437,CRITICAL
CR-2024-002140,2025-07-05 21:29:24,NARCOTICS,POSSESSION OF HEROIN,41.91827756277978,-87.75411390155215,COMMERCIAL BUILDING,False,False,D-09,W-37,0.7108225101143542,0.1928,LOW
CR-2023-005625,2024-03-04 20:58:23,THEFT,FROM BUILDING,41.8109838644322,-87.63158969736618,PARK,True,False,D-14,W-28,0.246043217092034,0.3518,MEDIUM
CR-2025-001055,2023-05-02 08:17:31,BURGLARY,FORCIBLE ENTRY,41.86993828996829,-87.63224189359109,RESIDENCE,False,False,D-12,W-08,0.07784872631184721,0.6148,HIGH
CR-2024-000907,2025-12-12 05:03:17,THEFT,PETTY THEFT,41.77218673380236,-87.65127980563538,SIDEWALK,False,False,D-09,W-34,0.1370677687507017,0.4027,MEDIUM
CR-2024-000268,2025-01-30 02:31:05,ROBBERY,ARMED ROBBERY,41.865193799520746,-87.63556833316345,RESIDENCE,False,False,D-03,W-32,0.18603158803413358,0.814,CRITICAL
CR-2023-005883,2024-09-24 18:28:52,ASSAULT,SIMPLE ASSAULT,41.94464596788252,-87.67607468868324,APARTMENT,False,True,D-05,W-23,0.10470260035443667,0.8953,CRITICAL
CR-2023-005097,2024-11-11 02:23:16,THEFT,FROM BUILDING,41.941707922909394,-87.64398734196226,SIDEWALK,False,False,D-07,W-49,0.2611300431453398,0.3448,MEDIUM
CR-2025-000443,2025-01-13 01:57:45,CRIMINAL DAMAGE,TO VEHICLE,41.88685892277989,-87.63518938136181,COMMERCIAL BUILDING,True,False,D-09,W-32,0.16740224611218094,0.3885,MEDIUM
CR-2024-003154,2024-03-01 14:00:52,NARCOTICS,POSSESSION OF COCAINE,41.94703107014667,-87.65472448871837,APARTMENT,True,False,D-11,W-30,0.6400696404734864,0.24,LOW
CR-2024-005962,2024-04-16 12:32:54,THEFT,FROM BUILDING,41.87064685808988,-87.62869169595814,RESIDENCE,False,False,D-01,W-19,0.1287043025269184,0.4066,MEDIUM
CR-2025-002333,2024-06-06 12:50:37,ASSAULT,AGGRAVATED ASSAULT,41.93556666359739,-87.62199296164752,PARK,False,False,D-08,W-49,0.22698277095741806,0.773,CRITICAL
CR-2023-005031,2024-12-27 20:10:27,BURGLARY,FORCIBLE ENTRY,41.9661115416339,-87.61966630427067,PARKING LOT,False,False,D-06,W-06,0.11487541570974923,0.5901,HIGH
CR-2025-003059,2025-01-05 07:10:02,CRIMINAL DAMAGE,GRAFFITI,41.7926991064833,-87.63760245070657,COMMERCIAL BUILDING,False,True,D-10,W-34,0.1426474716772566,0.4001,MEDIUM
CR-2023-001935,2023-09-08 14:10:51,ASSAULT,SIMPLE ASSAULT,41.92059556149693,-87.65214477121413,ALLEY,False,False,D-07,W-22,0.21652059960122363,0.7835,CRITICAL
CR-2023-002130,2025-10-06 17:59:28,ASSAULT,SIMPLE ASSAULT,41.80384080192301,-87.63616985589346,STREET,False,False,D-15,W-41,0.16542387197195454,0.8346,CRITICAL
CR-2025-004622,2023-08-29 23:11:47,ASSAULT,SIMPLE ASSAULT,41.87360459756101,-87.64125197954964,COMMERCIAL BUILDING,False,True,D-13,W-25,0.10192275080187602,0.8981,CRITICAL
CR-2024-000757,2023-12-30 16:52:28,THEFT,PETTY THEFT,41.87911174765483,-87.7290914551509,ALLEY,False,False,D-05,W-07,0.16940260568101204,0.3876,MEDIUM
CR-2025-002507,2023-06-25 16:14:21,MOTOR VEHICLE THEFT,TRUCK,41.94993218140903,-87.66553527115884,PARK,False,False,D-03,W-45,0.15804986297548962,0.5613,HIGH
CR-2025-000686,2024-11-22 21:52:01,BURGLARY,RESIDENTIAL,41.85752148285604,-87.65400342096815,COMMERCIAL BUILDING,True,False,D-11,W-03,0.08831820699177291,0.6078,HIGH
CR-2024-002134,2025-05-28 17:54:10,ROBBERY,ARMED ROBBERY,41.86041761267831,-87.71017062027377,RESIDENCE,False,False,D-07,W-27,0.14964529945841504,0.8504,CRITICAL
CR-2023-001200,2024-02-24 23:54:09,BURGLARY,RESIDENTIAL,41.867273936699945,-87.62714768691791,COMMERCIAL BUILDING,True,False,D-09,W-11,0.10532027595020936,0.5965,HIGH
CR-2025-002318,2025-07-02 00:26:43,MOTOR VEHICLE THEFT,AUTOMOBILE,41.95886446371474,-87.67970641379888,COMMERCIAL BUILDING,False,False,D-02,W-07,0.14698918151382329,0.5687,HIGH
CR-2023-000750,2023-05-13 05:28:35,THEFT,,41.96396722152333,-87.66632371432657,RESIDENCE,True,False,D-12,W-18,0.0979073388239162,0.421,MEDIUM
CR-2024-002539,2023-02-25 01:17:40,CRIMINAL DAMAGE,TO VEHICLE,41.787260962871215,-87.5920482025411,RESIDENCE,False,False,D-15,W-22,0.14148537105407866,0.4006,MEDIUM
CR-2025-001835,2023-07-11 05:35:27,THEFT,PETTY THEFT,41.968989149631966,-87.63785369239943,ALLEY,False,False,D-11,W-46,0.15617605589816982,0.3938,MEDIUM
CR-2023-002436,2024-06-03 16:44:14,THEFT,PETTY THEFT,41.9235091499983,-87.65064263825145,PARK,True,False,D-08,W-22,0.1332477486761692,0.4045,MEDIUM
CR-2025-001118,2023-11-11 00:56:25,ROBBERY,ARMED ROBBERY,41.87831409601755,-87.64410909129096,RESIDENCE,True,False,D-12,W-11,0.12288814780126421,0.8771,CRITICAL
CR-2024-004456,2024-10-10 15:38:23,ASSAULT,SIMPLE ASSAULT,41.87475461478101,-87.62556945684307,SIDEWALK,False,True,D-10,W-35,0.12631779022521414,0.8737,CRITICAL
CR-2024-005287,2023-05-29 00:15:16,BATTERY,SIMPLE BATTERY,41.75107339747032,-87.61817340133148,RESIDENCE,True,False,D-08,W-41,0.7293286824027227,0.2707,MEDIUM
CR-2023-005223,2023-07-28 04:42:49,ASSAULT,SIMPLE ASSAULT,41.96387095230214,-87.67631882332378,COMMERCIAL BUILDING,False,True,D-13,W-27,0.1458082445552234,0.8542,CRITICAL
CR-2024-003352,2023-04-06 01:00:01,CRIMINAL DAMAGE,GRAFFITI,41.77266575937069,-87.65807606625712,SIDEWALK,False,False,D-03,W-09,0.1711327291852473,0.3868,MEDIUM
CR-2025-003140,2024-10-25 13:53:47,MOTOR VEHICLE THEFT,TRUCK,41.879801840600855,-87.62701243556646,ALLEY,False,False,D-15,W-16,0.11384135395631775,0.5908,HIGH
CR-2023-001884,2025-05-25 08:02:29,CRIMINAL DAMAGE,GRAFFITI,41.79551756863333,-87.64282302093419,SIDEWALK,False,False,D-09,W-13,0.12968833027039012,0.4061,MEDIUM
CR-2024-000196,2025-03-24 18:32:42,ROBBERY,,41.85829650189469,-87.60232811851219,ALLEY,False,False,D-05,W-41,0.14622819424932024,0.8538,CRITICAL
CR-2023-004098,2025-04-13 18:43:27,THEFT,FROM BUILDING,41.79499171882557,-87.57706641401076,RESIDENCE,False,False,D-01,W-17,0.1707736890416712,0.387,MEDIUM
CR-2024-004624,2023-03-20 02:47:21,BATTERY,SIMPLE BATTERY,41.81214485913013,-87.6708895112406,SIDEWALK,False,False,D-05,W-49,0.8557395082699503,0.1443,LOW
CR-2024-005101,2024-04-21 05:12:27,BATTERY,SIMPLE BATTERY,41.95818261113298,-87.65419658724257,SIDEWALK,True,False,D-01,W-09,0.8048056288633506,0.1952,LOW
CR-2023-002658,2023-05-10 17:14:34,BURGLARY,FORCIBLE ENTRY,41.91819917576029,-87.65971076458312,ALLEY,False,False,D-05,W-15,0.10547889268732161,0.5963,HIGH
CR-2025-004109,2025-03-12 02:43:20,THEFT,PETTY THEFT,41.943985424860834,-87.6819535688205,ALLEY,False,False,D-09,W-46,0.15728742570332654,0.3933,MEDIUM
CR-2024-003829,2023-03-18 14:47:57,NARCOTICS,POSSESSION OF HEROIN,41.79789468092383,-87.64998818895045,PARK,True,False,D-09,W-46,0.809858228821727,0.1268,LOW
CR-2023-001341,2025-08-05 16:37:04,ROBBERY,STRONGARM ROBBERY,41.94181104427306,-87.64066258591423,SIDEWALK,False,False,D-13,W-46,0.16278464199693987,0.8372,CRITICAL
CR-2023-003099,2023-12-12 22:36:47,BATTERY,SIMPLE BATTERY,41.94242359821941,-87.66246488755814,APARTMENT,True,True,D-03,W-16,0.6657393805276591,0.3343,MEDIUM
CR-2024-002926,2025-09-19 09:51:32,BATTERY,SIMPLE BATTERY,41.96064664428005,-87.67487176779977,APARTMENT,False,False,D-10,W-39,0.6589921977192462,0.341,MEDIUM
CR-2025-004802,2023-07-21 13:24:02,ASSAULT,SIMPLE ASSAULT,41.89602885099162,-87.69945650526331,ALLEY,False,False,D-08,W-09,0.17284495375104997,0.8272,CRITICAL
CR-2025-000254,2024-01-04 18:36:43,CRIMINAL DAMAGE,,41.78011304069862,-87.64977375291028,APARTMENT,False,False,D-04,W-10,0.16806288213302845,0.3882,MEDIUM
CR-2024-003724,2025-01-03 01:30:06,ROBBERY,,41.89665771200434,-87.63361714114968,SIDEWALK,False,False,D-09,W-10,0.14798108996950038,0.852,CRITICAL
CR-2023-002283,2025-06-27 04:56:04,CRIMINAL DAMAGE,TO PROPERTY,41.8959444355818,-87.74902530476041,STREET,False,False,D-02,W-49,0.24100792133576202,0.3542,MEDIUM
CR-2025-003707,2024-07-12 10:55:03,ROBBERY,ARMED ROBBERY,41.912431859913205,-87.65624855048355,ALLEY,True,False,D-08,W-08,0.15328403418007314,0.8467,CRITICAL
CR-2023-001791,2024-06-02 02:11:34,BATTERY,DOMESTIC BATTERY,41.90690551253217,-87.64814342529334,APARTMENT,True,False,D-02,W-27,0.7707292352879609,0.2293,LOW
CR-2023-003513,2024-03-09 10:23:07,CRIMINAL DAMAGE,TO PROPERTY,41.886188509575256,-87.74719074826598,STREET,True,False,D-15,W-20,0.16116243289607055,0.3915,MEDIUM
CR-2024-003838,2025-05-22 01:11:45,ASSAULT,SIMPLE ASSAULT,41.94410924670964,-87.72732170208918,PARKING LOT,False,False,D-15,W-39,0.10021688175649074,0.8998,CRITICAL
CR-2023-004269,2023-07-07 21:26:04,ROBBERY,STRONGARM ROBBERY,41.88308122192126,-87.62010805485964,PARKING LOT,False,False,D-01,W-15,0.15710913053152578,0.8429,CRITICAL
CR-2024-004681,2023-11-08 08:14:33,ROBBERY,STRONGARM ROBBERY,41.880074891413926,-87.72439224664687,SIDEWALK,False,False,D-05,W-34,0.14870442780645532,0.8513,CRITICAL
CR-2024-001513,2024-07-02 18:54:02,BURGLARY,FORCIBLE ENTRY,41.9522084777985,-87.6463156255743,STREET,False,False,D-10,W-23,0.08863991546513003,0.6076,HIGH
CR-2023-001560,2025-11-14 20:59:09,NARCOTICS,POSSESSION OF HEROIN,41.76681096290384,-87.64430417292887,STREET,True,True,D-13,W-12,0.7108427086767116,0.1928,LOW
CR-2023-002355,2024-07-17 18:57:28,ROBBERY,STRONGARM ROBBERY,41.869649686235775,-87.71623445446828,PARK,False,True,D-02,W-46,0.19597353576058074,0.804,CRITICAL
